"Div","HomeTeam","AwayTeam","FTHG","FTAG"
"F2","Chateauroux","Dijon",3,1
"F2","Clermont","CA Bastia",2,0
"F2","Le Havre","Auxerre",2,0
"F2","Nancy","Laval",2,1
"F2","Nimes","Angers",0,2
"F2","Niort","Creteil",2,1
"F2","Arles","Tours",1,0
"F2","Metz","Troyes",1,0
"F2","Auxerre","Arles",1,1
"F2","CA Bastia","Niort",0,3
"F2","Dijon","Istres",4,1
"F2","Laval","Nimes",1,3
"F2","Le Havre","Metz",2,2
"F2","Tours","Caen",2,1
"F2","Troyes","Clermont",2,2
"F2","Angers","Nancy",1,1
"F2","Creteil","Chateauroux",3,2
"F2","Brest","Lens",0,1
"F2","Caen","Laval",2,1
"F2","Chateauroux","Angers",0,1
"F2","Clermont","Le Havre",0,1
"F2","Istres","Brest",3,1
"F2","Nancy","CA Bastia",0,1
"F2","Nimes","Auxerre",2,2
"F2","Niort","Tours",3,2
"F2","Arles","Troyes",3,0
"F2","Lens","Dijon",2,2
"F2","Metz","Creteil",1,1
"F2","Arles","Metz",1,0
"F2","Brest","Nancy",0,0
"F2","CA Bastia","Istres",2,2
"F2","Creteil","Caen",1,2
"F2","Laval","Clermont",0,0
"F2","Le Havre","Niort",1,2
"F2","Troyes","Nimes",2,1
"F2","Tours","Chateauroux",5,2
"F2","Angers","Dijon",0,0
"F2","Auxerre","Lens",1,2
"F2","Angers","CA Bastia",1,0
"F2","Caen","Troyes",1,1
"F2","Chateauroux","Auxerre",2,0
"F2","Clermont","Arles",1,1
"F2","Dijon","Brest",3,0
"F2","Istres","Creteil",3,2
"F2","Nimes","Tours",3,0
"F2","Niort","Metz",2,0
"F2","Lens","Laval",0,0
"F2","Nancy","Le Havre",3,2
"F2","Arles","Niort",0,0
"F2","Auxerre","Istres",1,0
"F2","CA Bastia","Chateauroux",1,4
"F2","Creteil","Clermont",2,0
"F2","Laval","Dijon",0,0
"F2","Le Havre","Nimes",0,1
"F2","Metz","Caen",2,1
"F2","Troyes","Lens",1,0
"F2","Tours","Nancy",1,3
"F2","Caen","Arles",1,0
"F2","Chateauroux","Troyes",2,1
"F2","Clermont","Niort",0,1
"F2","Dijon","CA Bastia",3,0
"F2","Istres","Tours",1,0
"F2","Nancy","Creteil",2,2
"F2","Nimes","Metz",0,0
"F2","Angers","Laval",1,1
"F2","Brest","Auxerre",1,0
"F2","Lens","Le Havre",1,1
"F2","Arles","Nimes",1,1
"F2","Auxerre","Angers",1,2
"F2","Laval","Istres",3,4
"F2","Le Havre","Chateauroux",0,0
"F2","Niort","Caen",0,0
"F2","Tours","Dijon",1,0
"F2","Troyes","Nancy",2,0
"F2","Metz","Clermont",1,0
"F2","CA Bastia","Brest",0,1
"F2","Creteil","Lens",2,3
"F2","Angers","Troyes",1,1
"F2","Brest","Laval",2,1
"F2","CA Bastia","Auxerre",0,0
"F2","Caen","Clermont",2,1
"F2","Chateauroux","Arles",2,0
"F2","Dijon","Creteil",2,2
"F2","Istres","Le Havre",0,1
"F2","Nimes","Niort",4,1
"F2","Nancy","Metz",0,1
"F2","Lens","Tours",2,2
"F2","Arles","Nancy",1,2
"F2","Auxerre","Dijon",2,2
"F2","Clermont","Nimes",1,0
"F2","Creteil","Brest",0,0
"F2","Laval","CA Bastia",2,0
"F2","Le Havre","Caen",1,1
"F2","Niort","Chateauroux",4,0
"F2","Troyes","Istres",4,1
"F2","Metz","Lens",0,1
"F2","Tours","Angers",2,0
"F2","Brest","Tours",2,0
"F2","CA Bastia","Troyes",1,0
"F2","Chateauroux","Metz",0,1
"F2","Dijon","Le Havre",1,2
"F2","Istres","Clermont",1,1
"F2","Laval","Auxerre",3,0
"F2","Nancy","Niort",1,1
"F2","Angers","Creteil",2,2
"F2","Lens","Arles",3,0
"F2","Brest","Angers",1,0
"F2","Arles","Istres",2,2
"F2","Caen","Chateauroux",1,1
"F2","Clermont","Nancy",1,0
"F2","Creteil","Auxerre",0,2
"F2","Le Havre","Laval",1,1
"F2","Niort","Angers",2,1
"F2","Tours","CA Bastia",1,0
"F2","Troyes","Dijon",2,0
"F2","Nimes","Lens",3,3
"F2","Metz","Brest",1,0
"F2","Auxerre","Troyes",0,0
"F2","Brest","Le Havre",1,1
"F2","CA Bastia","Creteil",3,1
"F2","Chateauroux","Nimes",2,0
"F2","Dijon","Arles",1,1
"F2","Istres","Niort",2,1
"F2","Laval","Tours",1,0
"F2","Nancy","Caen",1,1
"F2","Angers","Metz",2,2
"F2","Lens","Clermont",1,1
"F2","Arles","Angers",3,0
"F2","Clermont","Chateauroux",1,1
"F2","Creteil","Laval",4,0
"F2","Le Havre","CA Bastia",1,0
"F2","Nimes","Nancy",0,1
"F2","Niort","Dijon",2,0
"F2","Tours","Auxerre",2,2
"F2","Troyes","Brest",0,2
"F2","Caen","Lens",1,0
"F2","Metz","Istres",2,1
"F2","Angers","Le Havre",1,0
"F2","Auxerre","Clermont",0,2
"F2","Brest","Arles",2,0
"F2","CA Bastia","Nimes",0,0
"F2","Chateauroux","Nancy",0,3
"F2","Istres","Caen",2,3
"F2","Laval","Troyes",2,1
"F2","Tours","Creteil",1,2
"F2","Lens","Niort",2,0
"F2","Dijon","Metz",2,2
"F2","Arles","Laval",1,1
"F2","Clermont","Angers",1,1
"F2","Le Havre","Tours",2,2
"F2","Metz","CA Bastia",1,0
"F2","Nancy","Dijon",2,1
"F2","Nimes","Istres",1,0
"F2","Niort","Brest",1,2
"F2","Troyes","Creteil",0,3
"F2","Caen","Auxerre",1,0
"F2","Chateauroux","Lens",1,1
"F2","Brest","Clermont",2,0
"F2","CA Bastia","Arles",2,2
"F2","Creteil","Le Havre",2,0
"F2","Dijon","Nimes",5,1
"F2","Istres","Chateauroux",0,0
"F2","Laval","Niort",2,4
"F2","Lens","Nancy",1,1
"F2","Tours","Troyes",1,2
"F2","Auxerre","Metz",0,3
"F2","Angers","Caen",1,2
"F2","Arles","Creteil",2,1
"F2","Caen","CA Bastia",6,1
"F2","Chateauroux","Laval",1,1
"F2","Clermont","Dijon",0,1
"F2","Le Havre","Troyes",2,1
"F2","Metz","Tours",1,1
"F2","Nancy","Istres",3,1
"F2","Nimes","Brest",1,1
"F2","Niort","Auxerre",1,0
"F2","Lens","Angers",0,0
"F2","Brest","Caen",0,1
"F2","Angers","Nimes",2,3
"F2","Auxerre","Le Havre",2,1
"F2","CA Bastia","Clermont",1,1
"F2","Creteil","Niort",1,1
"F2","Dijon","Chateauroux",2,1
"F2","Istres","Lens",1,6
"F2","Laval","Nancy",1,0
"F2","Tours","Arles",2,2
"F2","Troyes","Metz",0,1
"F2","Arles","Auxerre",0,2
"F2","Caen","Tours",1,3
"F2","Chateauroux","Creteil",0,2
"F2","Clermont","Troyes",0,3
"F2","Istres","Dijon",2,4
"F2","Lens","Brest",0,1
"F2","Metz","Le Havre",3,0
"F2","Nancy","Angers",3,1
"F2","Nimes","Laval",2,1
"F2","Niort","CA Bastia",1,1
"F2","Caen","Nimes",1,1
"F2","Angers","Istres",1,0
"F2","Auxerre","Nancy",0,0
"F2","Brest","Chateauroux",3,0
"F2","CA Bastia","Lens",0,2
"F2","Creteil","Nimes",1,1
"F2","Dijon","Caen",2,2
"F2","Laval","Metz",0,0
"F2","Le Havre","Arles",2,1
"F2","Tours","Clermont",3,0
"F2","Troyes","Niort",4,1
"G1","Atromitos","Ergotelis",2,2
"G1","PAOK","Xanthi",3,0
"G1","Platanias","Veria",2,2
"G1","Apollon","Aris",2,1
"G1","Asteras Tripolis","Giannina",3,3
"G1","Levadeiakos","Panthrakikos",2,2
"G1","OFI","Panionios",0,0
"G1","Panathinaikos","Panetolikos",2,0
"G1","Kallonis","Olympiakos",0,1
"G1","Panetolikos","PAOK",2,0
"G1","Panionios","Panathinaikos",3,0
"G1","Veria","OFI",2,0
"G1","Aris","Kallonis",0,2
"G1","Giannina","Apollon",2,0
"G1","Olympiakos","Atromitos",2,1
"G1","Platanias","Asteras Tripolis",1,1
"G1","Xanthi","Panthrakikos",1,0
"G1","Ergotelis","Levadeiakos",2,0
"G1","Kallonis","Giannina",1,0
"G1","Panathinaikos","Veria",1,1
"G1","Xanthi","Ergotelis",0,0
"G1","Asteras Tripolis","Apollon",2,0
"G1","Levadeiakos","Olympiakos",0,5
"G1","Panthrakikos","Panetolikos",2,1
"G1","PAOK","Panionios",4,1
"G1","Atromitos","Aris",2,0
"G1","OFI","Platanias",0,0
"G1","Olympiakos","Xanthi",4,0
"G1","Panetolikos","Ergotelis",0,0
"G1","Veria","PAOK",1,2
"G1","Apollon","Kallonis",1,3
"G1","Aris","Levadeiakos",1,1
"G1","OFI","Asteras Tripolis",1,1
"G1","Panionios","Panthrakikos",1,1
"G1","Platanias","Panathinaikos",1,1
"G1","Giannina","Atromitos",1,0
"G1","Asteras Tripolis","Kallonis",2,0
"G1","Atromitos","Apollon",2,0
"G1","Panathinaikos","OFI",1,0
"G1","Ergotelis","Panionios",1,1
"G1","Levadeiakos","Giannina",1,0
"G1","Panetolikos","Olympiakos",0,0
"G1","Panthrakikos","Veria",1,0
"G1","PAOK","Platanias",1,0
"G1","Xanthi","Aris",2,0
"G1","Panionios","Olympiakos",0,2
"G1","Veria","Ergotelis",0,1
"G1","Apollon","Levadeiakos",4,2
"G1","Aris","Panetolikos",0,0
"G1","Giannina","Xanthi",2,1
"G1","OFI","PAOK",1,1
"G1","Panathinaikos","Asteras Tripolis",2,1
"G1","Kallonis","Atromitos",0,1
"G1","Platanias","Panthrakikos",1,1
"G1","Asteras Tripolis","Atromitos",2,2
"G1","Ergotelis","Platanias",3,1
"G1","Panionios","Aris",1,2
"G1","Levadeiakos","Kallonis",1,0
"G1","Olympiakos","Veria",6,0
"G1","Panthrakikos","OFI",1,1
"G1","PAOK","Panathinaikos",2,1
"G1","Xanthi","Apollon",3,2
"G1","Panetolikos","Giannina",2,0
"G1","Atromitos","Levadeiakos",3,0
"G1","PAOK","Asteras Tripolis",2,0
"G1","Platanias","Olympiakos",1,4
"G1","Apollon","Panetolikos",1,1
"G1","Kallonis","Xanthi",1,5
"G1","OFI","Ergotelis",1,1
"G1","Panathinaikos","Panthrakikos",1,2
"G1","Veria","Aris",0,1
"G1","Giannina","Panionios",0,1
"G1","Asteras Tripolis","Levadeiakos",2,0
"G1","Ergotelis","Panathinaikos",0,2
"G1","Xanthi","Atromitos",0,2
"G1","Aris","Platanias",1,2
"G1","Olympiakos","OFI",5,1
"G1","Panionios","Apollon",2,1
"G1","Panthrakikos","PAOK",0,3
"G1","Veria","Giannina",2,2
"G1","Panetolikos","Kallonis",4,0
"G1","Giannina","Platanias",1,0
"G1","Panathinaikos","Olympiakos",0,1
"G1","PAOK","Ergotelis",2,1
"G1","Apollon","Veria",0,0
"G1","Kallonis","Panionios",3,2
"G1","Levadeiakos","Xanthi",2,0
"G1","OFI","Aris",2,0
"G1","Panthrakikos","Asteras Tripolis",1,1
"G1","Atromitos","Panetolikos",1,1
"G1","Aris","Panathinaikos",0,2
"G1","Giannina","OFI",2,1
"G1","Platanias","Apollon",2,0
"G1","Ergotelis","Panthrakikos",3,1
"G1","Olympiakos","PAOK",4,0
"G1","Panetolikos","Levadeiakos",2,1
"G1","Panionios","Atromitos",2,1
"G1","Veria","Kallonis",0,3
"G1","Asteras Tripolis","Xanthi",2,2
"G1","Apollon","OFI",0,1
"G1","Atromitos","Veria",1,0
"G1","Panthrakikos","Olympiakos",1,4
"G1","Ergotelis","Asteras Tripolis",0,1
"G1","Kallonis","Platanias",1,0
"G1","Panathinaikos","Giannina",3,1
"G1","PAOK","Aris",3,1
"G1","Xanthi","Panetolikos",3,1
"G1","Apollon","Panathinaikos",1,1
"G1","Asteras Tripolis","Panetolikos",3,0
"G1","Platanias","Atromitos",1,1
"G1","Aris","Panthrakikos",2,2
"G1","OFI","Kallonis",3,1
"G1","Olympiakos","Ergotelis",3,0
"G1","Panionios","Xanthi",0,0
"G1","Veria","Levadeiakos",4,3
"G1","Giannina","PAOK",0,2
"G1","Ergotelis","Aris",3,3
"G1","Levadeiakos","Platanias",2,0
"G1","Olympiakos","Asteras Tripolis",2,0
"G1","Atromitos","OFI",3,0
"G1","Kallonis","Panathinaikos",0,4
"G1","Panthrakikos","Giannina",2,0
"G1","PAOK","Apollon",0,0
"G1","Xanthi","Veria",3,0
"G1","Panetolikos","Panionios",0,0
"G1","Giannina","Ergotelis",2,0
"G1","Panathinaikos","Atromitos",1,2
"G1","Platanias","Xanthi",3,0
"G1","Apollon","Panthrakikos",3,2
"G1","Aris","Olympiakos",0,2
"G1","Asteras Tripolis","Panionios",1,0
"G1","Kallonis","PAOK",2,5
"G1","OFI","Levadeiakos",1,0
"G1","Veria","Panetolikos",1,0
"G1","Atromitos","PAOK",1,1
"G1","Ergotelis","Apollon",2,2
"G1","Levadeiakos","Panathinaikos",0,4
"G1","Olympiakos","Giannina",3,2
"G1","Panetolikos","Platanias",3,0
"G1","Panthrakikos","Kallonis",2,0
"G1","Xanthi","OFI",2,1
"G1","Aris","Asteras Tripolis",1,1
"G1","Panionios","Veria",2,1
"G1","Apollon","Olympiakos",0,5
"G1","Atromitos","Panthrakikos",3,1
"G1","OFI","Panetolikos",2,1
"G1","Asteras Tripolis","Veria",0,0
"G1","Kallonis","Ergotelis",0,0
"G1","Panathinaikos","Xanthi",2,1
"G1","PAOK","Levadeiakos",3,0
"G1","Platanias","Panionios",1,0
"G1","Giannina","Aris",2,1
"G1","Ergotelis","Atromitos",0,1
"G1","Giannina","Asteras Tripolis",0,2
"G1","Olympiakos","Kallonis",4,0
"G1","Panetolikos","Panathinaikos",1,0
"G1","Panionios","OFI",0,0
"G1","Panthrakikos","Levadeiakos",1,0
"G1","Veria","Platanias",2,2
"G1","Xanthi","PAOK",1,2
"G1","Aris","Apollon",0,2
"G1","Levadeiakos","Ergotelis",2,0
"G1","OFI","Veria",0,1
"G1","Panathinaikos","Panionios",1,0
"G1","Apollon","Giannina",4,0
"G1","Asteras Tripolis","Platanias",3,0
"G1","Atromitos","Olympiakos",0,0
"G1","Panthrakikos","Xanthi",2,1
"G1","PAOK","Panetolikos",1,0
"G1","Kallonis","Aris",3,1
"G1","Olympiakos","Levadeiakos",2,0
"G1","Panetolikos","Panthrakikos",3,1
"G1","Panionios","PAOK",2,0
"G1","Apollon","Asteras Tripolis",1,2
"G1","Aris","Atromitos",0,0
"G1","Ergotelis","Xanthi",2,2
"G1","Giannina","Kallonis",1,2
"G1","Veria","Panathinaikos",1,3
"G1","Platanias","OFI",0,2
"G1","Atromitos","Giannina",1,0
"G1","Kallonis","Apollon",0,0
"G1","Panathinaikos","Platanias",1,0
"G1","Asteras Tripolis","OFI",0,0
"G1","Levadeiakos","Aris",4,3
"G1","Panthrakikos","Panionios",4,1
"G1","PAOK","Veria",4,1
"G1","Xanthi","Olympiakos",0,2
"G1","Ergotelis","Panetolikos",0,1
"G1","Aris","Xanthi",1,1
"G1","Giannina","Levadeiakos",2,1
"G1","OFI","Panathinaikos",1,1
"G1","Apollon","Atromitos",2,3
"G1","Kallonis","Asteras Tripolis",0,2
"G1","Olympiakos","Panetolikos",2,1
"G1","Panionios","Ergotelis",0,1
"G1","Platanias","PAOK",2,1
"G1","Veria","Panthrakikos",0,0
"G1","Asteras Tripolis","Panathinaikos",1,0
"G1","Atromitos","Kallonis",2,0
"G1","Ergotelis","Veria",2,0
"G1","Levadeiakos","Apollon",1,1
"G1","Olympiakos","Panionios",2,0
"G1","Panthrakikos","Platanias",1,0
"G1","PAOK","OFI",5,0
"G1","Xanthi","Giannina",0,3
"G1","Panetolikos","Aris",0,0
"G1","Apollon","Xanthi",2,0
"G1","Platanias","Ergotelis",0,1
"G1","Veria","Olympiakos",0,5
"G1","Atromitos","Asteras Tripolis",3,1
"G1","Giannina","Panetolikos",1,0
"G1","Kallonis","Levadeiakos",1,0
"G1","Panathinaikos","PAOK",2,1
"G1","Aris","Panionios",1,0
"G1","OFI","Panthrakikos",1,0
"G1","Levadeiakos","Atromitos",1,0
"G1","Olympiakos","Platanias",4,2
"G1","Xanthi","Kallonis",1,0
"G1","Aris","Veria",0,0
"G1","Asteras Tripolis","PAOK",2,1
"G1","Panetolikos","Apollon",2,1
"G1","Panionios","Giannina",2,0
"G1","Panthrakikos","Panathinaikos",0,2
"G1","Ergotelis","OFI",0,1
"G1","Apollon","Panionios",1,2
"G1","Levadeiakos","Asteras Tripolis",3,1
"G1","OFI","Olympiakos",0,4
"G1","Atromitos","Xanthi",2,0
"G1","Giannina","Veria",0,1
"G1","Panathinaikos","Ergotelis",1,1
"G1","PAOK","Panthrakikos",3,0
"G1","Platanias","Aris",2,1
"G1","Kallonis","Panetolikos",3,1
"G1","Aris","OFI",0,0
"G1","Veria","Apollon",1,1
"G1","Xanthi","Levadeiakos",4,1
"G1","Asteras Tripolis","Panthrakikos",1,0
"G1","Ergotelis","PAOK",2,2
"G1","Olympiakos","Panathinaikos",0,3
"G1","Panetolikos","Atromitos",1,3
"G1","Panionios","Kallonis",1,1
"G1","Platanias","Giannina",1,2
"G1","OFI","Giannina",1,1
"G1","Panathinaikos","Aris",4,1
"G1","Xanthi","Asteras Tripolis",0,1
"G1","Apollon","Platanias",3,1
"G1","Atromitos","Panionios",4,0
"G1","Levadeiakos","Panetolikos",2,1
"G1","Panthrakikos","Ergotelis",2,1
"G1","PAOK","Olympiakos",2,1
"G1","Kallonis","Veria",0,3
"G1","OFI","Apollon",2,0
"G1","Olympiakos","Panthrakikos",2,0
"G1","Veria","Atromitos",1,1
"G1","Aris","PAOK",1,1
"G1","Asteras Tripolis","Ergotelis",2,3
"G1","Giannina","Panathinaikos",0,1
"G1","Panionios","Levadeiakos",4,2
"G1","Platanias","Kallonis",7,0
"G1","Panetolikos","Xanthi",1,0
"G1","Panathinaikos","Apollon",3,1
"G1","Panetolikos","Asteras Tripolis",0,1
"G1","Panthrakikos","Aris",2,1
"G1","Atromitos","Platanias",3,0
"G1","Ergotelis","Olympiakos",1,4
"G1","Kallonis","OFI",1,0
"G1","Levadeiakos","Veria",2,0
"G1","PAOK","Giannina",2,1
"G1","Xanthi","Panionios",2,0
"G1","Aris","Ergotelis",0,2
"G1","Asteras Tripolis","Olympiakos",2,1
"G1","OFI","Atromitos",2,0
"G1","Panathinaikos","Kallonis",3,0
"G1","Panionios","Panetolikos",1,1
"G1","Veria","Xanthi",3,2
"G1","Apollon","PAOK",3,3
"G1","Giannina","Panthrakikos",1,1
"G1","Atromitos","Panathinaikos",0,0
"G1","Panetolikos","Veria",0,0
"G1","Panionios","Asteras Tripolis",3,0
"G1","Ergotelis","Giannina",1,0
"G1","Levadeiakos","OFI",2,1
"G1","Olympiakos","Aris",1,0
"G1","Panthrakikos","Apollon",2,3
"G1","PAOK","Kallonis",2,1
"G1","Xanthi","Platanias",2,3
"G1","Aris","Giannina",0,0
"G1","Ergotelis","Kallonis",3,0
"G1","Levadeiakos","PAOK",3,2
"G1","Olympiakos","Apollon",1,0
"G1","Panetolikos","OFI",1,0
"G1","Panthrakikos","Atromitos",1,3
"G1","Xanthi","Panathinaikos",3,1
"G1","Platanias","Levadeiakos",2,0
"G1","Apollon","Ergotelis",1,0
"G1","Asteras Tripolis","Aris",2,2
"G1","Giannina","Olympiakos",2,0
"G1","Kallonis","Panthrakikos",2,0
"G1","Panathinaikos","Levadeiakos",3,1
"G1","PAOK","Atromitos",2,0
"G1","Platanias","Panetolikos",1,0
"G1","Levadeiakos","Panionios",2,0
"G1","OFI","Xanthi",3,2
"G1","Veria","Panionios",2,1
"G1","Veria","Asteras Tripolis",1,0
"I1","Sampdoria","Juventus",0,1
"I1","Verona","Milan",2,1
"I1","Cagliari","Atalanta",2,1
"I1","Inter","Genoa",2,0
"I1","Lazio","Udinese",2,1
"I1","Livorno","Roma",0,2
"I1","Napoli","Bologna",3,0
"I1","Parma","Chievo",0,0
"I1","Torino","Sassuolo",2,0
"I1","Fiorentina","Catania",2,1
"I1","Chievo","Napoli",2,4
"I1","Juventus","Lazio",4,1
"I1","Atalanta","Torino",2,0
"I1","Bologna","Sampdoria",2,2
"I1","Catania","Inter",0,3
"I1","Genoa","Fiorentina",2,5
"I1","Milan","Cagliari",3,1
"I1","Roma","Verona",3,0
"I1","Sassuolo","Livorno",1,4
"I1","Udinese","Parma",3,1
"I1","Inter","Juventus",1,1
"I1","Napoli","Atalanta",2,0
"I1","Torino","Milan",2,2
"I1","Fiorentina","Cagliari",1,1
"I1","Lazio","Chievo",3,0
"I1","Livorno","Catania",2,0
"I1","Sampdoria","Genoa",0,3
"I1","Udinese","Bologna",1,1
"I1","Verona","Sassuolo",2,0
"I1","Parma","Roma",1,3
"I1","Cagliari","Sampdoria",2,2
"I1","Chievo","Udinese",2,1
"I1","Genoa","Livorno",0,0
"I1","Atalanta","Fiorentina",0,2
"I1","Bologna","Torino",1,2
"I1","Catania","Parma",0,0
"I1","Juventus","Verona",2,1
"I1","Milan","Napoli",1,2
"I1","Roma","Lazio",2,0
"I1","Sassuolo","Inter",0,7
"I1","Udinese","Genoa",1,0
"I1","Bologna","Milan",3,3
"I1","Chievo","Juventus",1,2
"I1","Lazio","Catania",3,1
"I1","Livorno","Cagliari",1,1
"I1","Napoli","Sassuolo",1,1
"I1","Parma","Atalanta",4,3
"I1","Sampdoria","Roma",0,2
"I1","Torino","Verona",2,2
"I1","Inter","Fiorentina",2,1
"I1","Genoa","Napoli",0,2
"I1","Milan","Sampdoria",1,0
"I1","Atalanta","Udinese",2,0
"I1","Cagliari","Inter",1,1
"I1","Catania","Chievo",2,0
"I1","Roma","Bologna",5,0
"I1","Sassuolo","Lazio",2,2
"I1","Torino","Juventus",0,1
"I1","Verona","Livorno",2,1
"I1","Fiorentina","Parma",2,2
"I1","Bologna","Verona",1,4
"I1","Catania","Genoa",1,1
"I1","Napoli","Livorno",4,0
"I1","Parma","Sassuolo",3,1
"I1","Sampdoria","Torino",2,2
"I1","Udinese","Cagliari",2,0
"I1","Juventus","Milan",3,2
"I1","Lazio","Fiorentina",0,0
"I1","Chievo","Atalanta",0,1
"I1","Inter","Roma",0,3
"I1","Roma","Napoli",2,0
"I1","Cagliari","Catania",2,1
"I1","Milan","Udinese",1,0
"I1","Atalanta","Lazio",2,1
"I1","Fiorentina","Juventus",4,2
"I1","Genoa","Chievo",2,1
"I1","Livorno","Sampdoria",1,2
"I1","Sassuolo","Bologna",2,1
"I1","Verona","Parma",3,2
"I1","Torino","Inter",3,3
"I1","Inter","Verona",4,2
"I1","Sampdoria","Atalanta",1,0
"I1","Bologna","Livorno",1,0
"I1","Catania","Sassuolo",0,0
"I1","Chievo","Fiorentina",1,2
"I1","Juventus","Genoa",2,0
"I1","Lazio","Cagliari",2,0
"I1","Napoli","Torino",2,0
"I1","Parma","Milan",3,2
"I1","Udinese","Roma",0,1
"I1","Atalanta","Inter",1,1
"I1","Cagliari","Bologna",0,3
"I1","Fiorentina","Napoli",1,2
"I1","Genoa","Parma",1,0
"I1","Juventus","Catania",4,0
"I1","Livorno","Torino",3,3
"I1","Milan","Lazio",1,1
"I1","Sassuolo","Udinese",1,2
"I1","Verona","Sampdoria",2,0
"I1","Roma","Chievo",1,0
"I1","Milan","Fiorentina",0,2
"I1","Napoli","Catania",2,1
"I1","Parma","Juventus",0,1
"I1","Lazio","Genoa",0,2
"I1","Livorno","Atalanta",1,0
"I1","Sampdoria","Sassuolo",3,4
"I1","Torino","Roma",1,1
"I1","Udinese","Inter",0,3
"I1","Verona","Cagliari",2,1
"I1","Bologna","Chievo",0,0
"I1","Catania","Udinese",1,0
"I1","Inter","Livorno",2,0
"I1","Atalanta","Bologna",2,1
"I1","Cagliari","Torino",2,1
"I1","Chievo","Milan",0,0
"I1","Genoa","Verona",2,0
"I1","Parma","Lazio",1,1
"I1","Roma","Sassuolo",1,1
"I1","Fiorentina","Sampdoria",2,1
"I1","Juventus","Napoli",3,0
"I1","Milan","Genoa",1,1
"I1","Napoli","Parma",0,1
"I1","Verona","Chievo",0,1
"I1","Bologna","Inter",1,1
"I1","Livorno","Juventus",0,2
"I1","Sampdoria","Lazio",1,1
"I1","Sassuolo","Atalanta",2,0
"I1","Torino","Catania",4,1
"I1","Udinese","Fiorentina",1,0
"I1","Roma","Cagliari",0,0
"I1","Genoa","Torino",1,1
"I1","Parma","Bologna",1,1
"I1","Atalanta","Roma",1,1
"I1","Cagliari","Sassuolo",2,2
"I1","Catania","Milan",1,3
"I1","Chievo","Livorno",3,0
"I1","Inter","Sampdoria",1,1
"I1","Juventus","Udinese",1,0
"I1","Fiorentina","Verona",4,3
"I1","Lazio","Napoli",2,4
"I1","Bologna","Juventus",0,2
"I1","Livorno","Milan",2,2
"I1","Napoli","Udinese",3,3
"I1","Cagliari","Genoa",2,1
"I1","Inter","Parma",3,3
"I1","Roma","Fiorentina",2,1
"I1","Sampdoria","Catania",2,0
"I1","Sassuolo","Chievo",0,1
"I1","Torino","Lazio",1,0
"I1","Verona","Atalanta",2,1
"I1","Catania","Verona",0,0
"I1","Chievo","Sampdoria",0,1
"I1","Fiorentina","Bologna",3,0
"I1","Genoa","Atalanta",1,1
"I1","Juventus","Sassuolo",4,0
"I1","Lazio","Livorno",2,0
"I1","Napoli","Inter",4,2
"I1","Parma","Cagliari",0,0
"I1","Udinese","Torino",0,2
"I1","Milan","Roma",2,2
"I1","Cagliari","Napoli",1,1
"I1","Livorno","Udinese",1,2
"I1","Atalanta","Juventus",1,4
"I1","Bologna","Genoa",1,0
"I1","Inter","Milan",1,0
"I1","Roma","Catania",4,0
"I1","Sampdoria","Parma",1,1
"I1","Sassuolo","Fiorentina",0,1
"I1","Torino","Chievo",4,1
"I1","Verona","Lazio",4,1
"I1","Chievo","Cagliari",0,0
"I1","Fiorentina","Livorno",1,0
"I1","Juventus","Roma",3,0
"I1","Catania","Bologna",2,0
"I1","Genoa","Sassuolo",2,0
"I1","Lazio","Inter",1,0
"I1","Milan","Atalanta",3,0
"I1","Napoli","Sampdoria",2,0
"I1","Parma","Torino",3,1
"I1","Udinese","Verona",1,3
"I1","Bologna","Lazio",0,0
"I1","Livorno","Parma",0,3
"I1","Atalanta","Catania",2,1
"I1","Cagliari","Juventus",1,4
"I1","Roma","Genoa",4,0
"I1","Sassuolo","Milan",4,3
"I1","Torino","Fiorentina",0,0
"I1","Verona","Napoli",0,3
"I1","Inter","Chievo",1,1
"I1","Sampdoria","Udinese",3,0
"I1","Juventus","Sampdoria",4,2
"I1","Roma","Livorno",3,0
"I1","Atalanta","Cagliari",1,0
"I1","Bologna","Napoli",2,2
"I1","Catania","Fiorentina",0,3
"I1","Chievo","Parma",1,2
"I1","Genoa","Inter",1,0
"I1","Milan","Verona",1,0
"I1","Sassuolo","Torino",0,2
"I1","Udinese","Lazio",2,3
"I1","Lazio","Juventus",1,1
"I1","Napoli","Chievo",1,1
"I1","Cagliari","Milan",1,2
"I1","Inter","Catania",0,0
"I1","Livorno","Sassuolo",3,1
"I1","Parma","Udinese",1,0
"I1","Sampdoria","Bologna",1,1
"I1","Torino","Atalanta",1,0
"I1","Verona","Roma",1,3
"I1","Fiorentina","Genoa",3,3
"I1","Bologna","Udinese",0,2
"I1","Cagliari","Fiorentina",1,0
"I1","Milan","Torino",1,1
"I1","Atalanta","Napoli",3,0
"I1","Catania","Livorno",3,3
"I1","Chievo","Lazio",0,2
"I1","Sassuolo","Verona",1,2
"I1","Juventus","Inter",3,1
"I1","Genoa","Sampdoria",0,1
"I1","Fiorentina","Atalanta",2,0
"I1","Napoli","Milan",3,1
"I1","Udinese","Chievo",3,0
"I1","Lazio","Roma",0,0
"I1","Livorno","Genoa",0,1
"I1","Parma","Catania",0,0
"I1","Sampdoria","Cagliari",1,0
"I1","Torino","Bologna",1,2
"I1","Verona","Juventus",2,2
