"Div","HomeTeam","AwayTeam","FTHG","FTAG"
"B1","Club Brugge","Charleroi",2,0
"B1","Bergen","Cercle Brugge",1,1
"B1","Genk","Oostende",3,0
"B1","Kortrijk","Oud-Heverlee Leuven",1,0
"B1","Lierse","Waregem",1,2
"B1","Waasland-Beveren","Gent",1,1
"B1","Anderlecht","Lokeren",2,3
"B1","Mechelen","Standard",0,2
"B1","Cercle Brugge","Anderlecht",0,4
"B1","Charleroi","Waasland-Beveren",1,1
"B1","Lokeren","Bergen",2,1
"B1","Oud-Heverlee Leuven","Genk",1,4
"B1","Waregem","Kortrijk",1,0
"B1","Gent","Mechelen",2,1
"B1","Oostende","Club Brugge",1,2
"B1","Standard","Lierse",3,0
"B1","Kortrijk","Lokeren",3,3
"B1","Bergen","Charleroi",1,2
"B1","Lierse","Cercle Brugge",1,1
"B1","Oostende","Oud-Heverlee Leuven",1,1
"B1","Waasland-Beveren","Mechelen",0,0
"B1","Anderlecht","Gent",4,1
"B1","Club Brugge","Waregem",1,1
"B1","Genk","Standard",0,2
"B1","Cercle Brugge","Oostende",2,0
"B1","Charleroi","Kortrijk",1,2
"B1","Gent","Lierse",2,1
"B1","Lokeren","Genk",3,1
"B1","Mechelen","Club Brugge",1,2
"B1","Waregem","Bergen",2,0
"B1","Standard","Oud-Heverlee Leuven",1,0
"B1","Waasland-Beveren","Anderlecht",0,3
"B1","Kortrijk","Mechelen",1,2
"B1","Lierse","Waasland-Beveren",1,0
"B1","Oud-Heverlee Leuven","Lokeren",2,1
"B1","Anderlecht","Charleroi",5,2
"B1","Bergen","Standard",0,2
"B1","Club Brugge","Gent",1,1
"B1","Genk","Cercle Brugge",1,0
"B1","Oostende","Waregem",1,1
"B1","Cercle Brugge","Oud-Heverlee Leuven",1,1
"B1","Gent","Bergen",1,0
"B1","Lokeren","Oostende",1,0
"B1","Mechelen","Lierse",0,0
"B1","Charleroi","Genk",1,1
"B1","Standard","Kortrijk",2,0
"B1","Waasland-Beveren","Club Brugge",1,2
"B1","Waregem","Anderlecht",4,3
"B1","Anderlecht","Mechelen",5,0
"B1","Bergen","Waasland-Beveren",1,1
"B1","Club Brugge","Lierse",4,1
"B1","Kortrijk","Gent",3,0
"B1","Lokeren","Cercle Brugge",3,0
"B1","Oud-Heverlee Leuven","Charleroi",0,0
"B1","Genk","Waregem",5,2
"B1","Oostende","Standard",2,4
"B1","Charleroi","Cercle Brugge",2,0
"B1","Gent","Oostende",1,1
"B1","Lierse","Kortrijk",2,0
"B1","Mechelen","Bergen",4,2
"B1","Club Brugge","Anderlecht",4,0
"B1","Standard","Lokeren",2,1
"B1","Waasland-Beveren","Genk",0,0
"B1","Waregem","Oud-Heverlee Leuven",4,2
"B1","Bergen","Club Brugge",0,1
"B1","Genk","Mechelen",1,0
"B1","Kortrijk","Waasland-Beveren",2,1
"B1","Lokeren","Waregem",2,4
"B1","Oostende","Charleroi",1,0
"B1","Oud-Heverlee Leuven","Gent",1,1
"B1","Anderlecht","Lierse",2,0
"B1","Cercle Brugge","Standard",0,5
"B1","Charleroi","Lokeren",2,1
"B1","Club Brugge","Oud-Heverlee Leuven",1,0
"B1","Lierse","Bergen",2,1
"B1","Mechelen","Cercle Brugge",1,2
"B1","Waasland-Beveren","Oostende",2,0
"B1","Anderlecht","Kortrijk",0,1
"B1","Gent","Genk",1,2
"B1","Waregem","Standard",1,0
"B1","Bergen","Anderlecht",0,2
"B1","Cercle Brugge","Waregem",1,1
"B1","Genk","Lierse",4,0
"B1","Lokeren","Gent",2,2
"B1","Oostende","Mechelen",0,3
"B1","Oud-Heverlee Leuven","Waasland-Beveren",4,2
"B1","Kortrijk","Club Brugge",4,1
"B1","Standard","Charleroi",2,2
"B1","Gent","Cercle Brugge",1,1
"B1","Bergen","Kortrijk",0,1
"B1","Lierse","Oostende",0,2
"B1","Mechelen","Oud-Heverlee Leuven",4,2
"B1","Waasland-Beveren","Lokeren",0,2
"B1","Anderlecht","Standard",1,1
"B1","Club Brugge","Genk",0,2
"B1","Waregem","Charleroi",1,1
"B1","Charleroi","Mechelen",2,2
"B1","Genk","Kortrijk",1,0
"B1","Lokeren","Lierse",1,0
"B1","Oostende","Anderlecht",0,3
"B1","Oud-Heverlee Leuven","Bergen",2,2
"B1","Waregem","Gent",3,2
"B1","Cercle Brugge","Club Brugge",2,0
"B1","Standard","Waasland-Beveren",2,2
"B1","Anderlecht","Oud-Heverlee Leuven",3,1
"B1","Bergen","Genk",2,3
"B1","Kortrijk","Oostende",2,0
"B1","Lierse","Charleroi",2,1
"B1","Mechelen","Waregem",2,2
"B1","Club Brugge","Lokeren",1,0
"B1","Gent","Standard",0,1
"B1","Waasland-Beveren","Cercle Brugge",0,1
"B1","Lokeren","Mechelen",4,0
"B1","Cercle Brugge","Kortrijk",3,1
"B1","Charleroi","Gent",0,1
"B1","Oostende","Bergen",2,0
"B1","Oud-Heverlee Leuven","Lierse",2,0
"B1","Genk","Anderlecht",0,1
"B1","Standard","Club Brugge",0,0
"B1","Waregem","Waasland-Beveren",2,0
"B1","Cercle Brugge","Lierse",2,4
"B1","Charleroi","Anderlecht",2,1
"B1","Gent","Waasland-Beveren",2,0
"B1","Oostende","Genk",4,0
"B1","Oud-Heverlee Leuven","Kortrijk",1,1
"B1","Waregem","Mechelen",3,1
"B1","Lokeren","Club Brugge",0,3
"B1","Standard","Bergen",1,0
"B1","Bergen","Lokeren",1,0
"B1","Club Brugge","Oostende",2,0
"B1","Mechelen","Gent",0,1
"B1","Waasland-Beveren","Charleroi",0,0
"B1","Anderlecht","Cercle Brugge",2,1
"B1","Genk","Oud-Heverlee Leuven",3,0
"B1","Kortrijk","Waregem",1,1
"B1","Lierse","Standard",0,5
"B1","Anderlecht","Waasland-Beveren",2,0
"B1","Bergen","Waregem",1,1
"B1","Club Brugge","Mechelen",3,0
"B1","Kortrijk","Charleroi",1,1
"B1","Lierse","Gent",1,3
"B1","Oostende","Cercle Brugge",2,0
"B1","Genk","Lokeren",0,2
"B1","Oud-Heverlee Leuven","Standard",0,0
"B1","Cercle Brugge","Bergen",2,1
"B1","Lokeren","Kortrijk",0,0
"B1","Mechelen","Waasland-Beveren",0,0
"B1","Oud-Heverlee Leuven","Oostende",1,2
"B1","Charleroi","Club Brugge",2,2
"B1","Gent","Anderlecht",1,2
"B1","Standard","Genk",3,1
"B1","Waregem","Lierse",3,0
"B1","Cercle Brugge","Genk",1,0
"B1","Charleroi","Bergen",0,2
"B1","Lokeren","Oud-Heverlee Leuven",2,0
"B1","Mechelen","Kortrijk",5,2
"B1","Waasland-Beveren","Lierse",3,1
"B1","Waregem","Oostende",2,2
"B1","Gent","Club Brugge",1,3
"B1","Standard","Anderlecht",1,1
"B1","Anderlecht","Waregem",1,0
"B1","Bergen","Gent",1,0
"B1","Club Brugge","Waasland-Beveren",1,2
"B1","Genk","Charleroi",0,3
"B1","Lierse","Mechelen",3,0
"B1","Oostende","Lokeren",0,3
"B1","Oud-Heverlee Leuven","Cercle Brugge",3,0
"B1","Kortrijk","Standard",1,5
"B1","Cercle Brugge","Lokeren",0,3
"B1","Charleroi","Oud-Heverlee Leuven",2,0
"B1","Gent","Kortrijk",0,1
"B1","Lierse","Club Brugge",1,1
"B1","Standard","Oostende",2,0
"B1","Waasland-Beveren","Bergen",4,1
"B1","Mechelen","Anderlecht",2,1
"B1","Waregem","Genk",1,0
"B1","Lokeren","Standard",0,1
"B1","Bergen","Mechelen",0,2
"B1","Cercle Brugge","Charleroi",3,0
"B1","Kortrijk","Lierse",3,4
"B1","Oostende","Waasland-Beveren",2,1
"B1","Oud-Heverlee Leuven","Waregem",1,0
"B1","Anderlecht","Club Brugge",2,0
"B1","Genk","Gent",1,2
"B1","Lierse","Anderlecht",2,0
"B1","Charleroi","Oostende",0,1
"B1","Club Brugge","Bergen",2,1
"B1","Gent","Oud-Heverlee Leuven",2,0
"B1","Mechelen","Genk",0,2
"B1","Standard","Cercle Brugge",4,0
"B1","Waasland-Beveren","Kortrijk",1,1
"B1","Waregem","Lokeren",1,1
"B1","Bergen","Lierse",1,5
"B1","Cercle Brugge","Waasland-Beveren",0,0
"B1","Kortrijk","Anderlecht",2,2
"B1","Lokeren","Charleroi",3,1
"B1","Oostende","Gent",0,0
"B1","Oud-Heverlee Leuven","Mechelen",0,0
"B1","Genk","Club Brugge",1,3
"B1","Standard","Waregem",2,0
"B1","Club Brugge","Kortrijk",3,1
"B1","Charleroi","Standard",0,1
"B1","Lierse","Genk",0,1
"B1","Mechelen","Oostende",1,1
"B1","Waasland-Beveren","Oud-Heverlee Leuven",1,0
"B1","Waregem","Cercle Brugge",2,1
"B1","Anderlecht","Bergen",2,0
"B1","Gent","Lokeren",1,1
"B1","Lokeren","Anderlecht",2,1
"B1","Cercle Brugge","Mechelen",3,2
"B1","Charleroi","Waregem",3,2
"B1","Kortrijk","Bergen",1,2
"B1","Oostende","Lierse",3,2
"B1","Genk","Waasland-Beveren",0,2
"B1","Oud-Heverlee Leuven","Club Brugge",2,5
"B1","Standard","Gent",2,3
"B1","Mechelen","Lokeren",1,0
"B1","Bergen","Oostende",3,0
"B1","Gent","Charleroi",2,1
"B1","Kortrijk","Cercle Brugge",4,0
"B1","Lierse","Oud-Heverlee Leuven",0,0
"B1","Waasland-Beveren","Waregem",2,2
"B1","Anderlecht","Genk",2,0
"B1","Club Brugge","Standard",1,0
"B1","Cercle Brugge","Gent",1,4
"B1","Charleroi","Lierse",1,1
"B1","Genk","Bergen",3,1
"B1","Lokeren","Waasland-Beveren",0,0
"B1","Oostende","Kortrijk",0,0
"B1","Oud-Heverlee Leuven","Anderlecht",1,0
"B1","Standard","Mechelen",2,0
"B1","Waregem","Club Brugge",1,1
"B1","Anderlecht","Oostende",4,0
"B1","Bergen","Oud-Heverlee Leuven",3,2
"B1","Club Brugge","Cercle Brugge",2,0
"B1","Gent","Waregem",0,1
"B1","Kortrijk","Genk",2,2
"B1","Lierse","Lokeren",1,2
"B1","Mechelen","Charleroi",0,3
"B1","Waasland-Beveren","Standard",1,1
"D1","Bayern Munich","M'gladbach",3,1
"D1","Augsburg","Dortmund",0,4
"D1","Braunschweig","Werder Bremen",0,1
"D1","Hannover","Wolfsburg",2,0
"D1","Hertha","Ein Frankfurt",6,1
"D1","Hoffenheim","Nurnberg",2,2
"D1","Leverkusen","Freiburg",3,1
"D1","Mainz","Stuttgart",3,2
"D1","Schalke 04","Hamburg",3,3
"D1","Ein Frankfurt","Bayern Munich",0,1
"D1","Freiburg","Mainz",1,2
"D1","Hamburg","Hoffenheim",1,5
"D1","M'gladbach","Hannover",3,0
"D1","Stuttgart","Leverkusen",0,1
"D1","Werder Bremen","Augsburg",1,0
"D1","Wolfsburg","Schalke 04",4,0
"D1","Dortmund","Braunschweig",2,1
"D1","Nurnberg","Hertha",2,2
"D1","Dortmund","Werder Bremen",1,0
"D1","Bayern Munich","Nurnberg",2,0
"D1","Hannover","Schalke 04",2,1
"D1","Hertha","Hamburg",1,0
"D1","Hoffenheim","Freiburg",3,3
"D1","Leverkusen","M'gladbach",4,2
"D1","Mainz","Wolfsburg",2,0
"D1","Augsburg","Stuttgart",2,1
"D1","Braunschweig","Ein Frankfurt",0,2
"D1","Freiburg","Bayern Munich",1,1
"D1","Hamburg","Braunschweig",4,0
"D1","Hannover","Mainz",4,1
"D1","M'gladbach","Werder Bremen",4,1
"D1","Nurnberg","Augsburg",0,1
"D1","Schalke 04","Leverkusen",2,0
"D1","Wolfsburg","Hertha",2,0
"D1","Ein Frankfurt","Dortmund",1,2
"D1","Stuttgart","Hoffenheim",6,2
"D1","Hertha","Stuttgart",0,1
"D1","Augsburg","Freiburg",2,1
"D1","Bayern Munich","Hannover",2,0
"D1","Dortmund","Hamburg",6,2
"D1","Leverkusen","Wolfsburg",3,1
"D1","Mainz","Schalke 04",0,1
"D1","Werder Bremen","Ein Frankfurt",0,3
"D1","Braunschweig","Nurnberg",1,1
"D1","Hoffenheim","M'gladbach",2,1
"D1","M'gladbach","Braunschweig",4,1
"D1","Hamburg","Werder Bremen",0,2
"D1","Hannover","Augsburg",2,1
"D1","Mainz","Leverkusen",1,4
"D1","Nurnberg","Dortmund",1,1
"D1","Schalke 04","Bayern Munich",0,4
"D1","Wolfsburg","Hoffenheim",2,1
"D1","Freiburg","Hertha",1,1
"D1","Stuttgart","Ein Frankfurt",1,1
"D1","Augsburg","M'gladbach",2,2
"D1","Bayern Munich","Wolfsburg",1,0
"D1","Dortmund","Freiburg",5,0
"D1","Ein Frankfurt","Hamburg",2,2
"D1","Hertha","Mainz",3,1
"D1","Hoffenheim","Schalke 04",3,3
"D1","Leverkusen","Hannover",2,0
"D1","Braunschweig","Stuttgart",0,4
"D1","Werder Bremen","Nurnberg",3,3
"D1","Freiburg","Ein Frankfurt",1,1
"D1","Nurnberg","Hamburg",0,5
"D1","Leverkusen","Bayern Munich",1,1
"D1","Mainz","Hoffenheim",2,2
"D1","M'gladbach","Dortmund",2,0
"D1","Schalke 04","Augsburg",4,1
"D1","Stuttgart","Werder Bremen",1,1
"D1","Wolfsburg","Braunschweig",0,2
"D1","Hannover","Hertha",1,1
"D1","Hoffenheim","Leverkusen",1,2
"D1","Bayern Munich","Mainz",4,1
"D1","Braunschweig","Schalke 04",2,3
"D1","Dortmund","Hannover",1,0
"D1","Ein Frankfurt","Nurnberg",1,1
"D1","Hertha","M'gladbach",1,0
"D1","Werder Bremen","Freiburg",0,0
"D1","Augsburg","Wolfsburg",1,2
"D1","Hamburg","Stuttgart",3,3
"D1","Stuttgart","Nurnberg",1,1
"D1","Bayern Munich","Hertha",3,2
"D1","Hannover","Hoffenheim",1,4
"D1","Leverkusen","Augsburg",2,1
"D1","Mainz","Braunschweig",2,0
"D1","Schalke 04","Dortmund",1,3
"D1","Wolfsburg","Werder Bremen",3,0
"D1","Freiburg","Hamburg",0,3
"D1","M'gladbach","Ein Frankfurt",4,1
"D1","Dortmund","Stuttgart",6,1
"D1","Braunschweig","Leverkusen",1,0
"D1","Ein Frankfurt","Wolfsburg",1,2
"D1","Hamburg","M'gladbach",0,2
"D1","Hertha","Schalke 04",0,2
"D1","Hoffenheim","Bayern Munich",1,2
"D1","Nurnberg","Freiburg",0,3
"D1","Augsburg","Mainz",2,1
"D1","Werder Bremen","Hannover",3,2
"D1","Hannover","Braunschweig",0,0
"D1","Bayern Munich","Augsburg",3,0
"D1","Hoffenheim","Hertha",2,3
"D1","Leverkusen","Hamburg",5,3
"D1","M'gladbach","Nurnberg",3,1
"D1","Schalke 04","Werder Bremen",3,1
"D1","Wolfsburg","Dortmund",2,1
"D1","Freiburg","Stuttgart",1,3
"D1","Mainz","Ein Frankfurt",1,0
"D1","Stuttgart","M'gladbach",0,2
"D1","Augsburg","Hoffenheim",2,0
"D1","Braunschweig","Freiburg",0,1
"D1","Dortmund","Bayern Munich",0,3
"D1","Ein Frankfurt","Schalke 04",3,3
"D1","Hertha","Leverkusen",0,1
"D1","Nurnberg","Wolfsburg",1,1
"D1","Hamburg","Hannover",3,1
"D1","Werder Bremen","Mainz",2,3
"D1","Wolfsburg","Hamburg",1,1
"D1","Bayern Munich","Braunschweig",2,0
"D1","Hertha","Augsburg",0,0
"D1","Hoffenheim","Werder Bremen",4,4
"D1","Leverkusen","Nurnberg",3,0
"D1","Mainz","Dortmund",1,3
"D1","Schalke 04","Stuttgart",3,0
"D1","Hannover","Ein Frankfurt",2,0
"D1","M'gladbach","Freiburg",1,0
"D1","Nurnberg","Mainz",1,1
"D1","Dortmund","Leverkusen",0,1
"D1","Ein Frankfurt","Hoffenheim",1,2
"D1","Hamburg","Augsburg",0,1
"D1","M'gladbach","Schalke 04",2,1
"D1","Stuttgart","Hannover",4,2
"D1","Werder Bremen","Bayern Munich",0,7
"D1","Braunschweig","Hertha",0,2
"D1","Freiburg","Wolfsburg",0,3
"D1","Hertha","Werder Bremen",3,2
"D1","Augsburg","Braunschweig",4,1
"D1","Bayern Munich","Hamburg",3,1
"D1","Hannover","Nurnberg",3,3
"D1","Hoffenheim","Dortmund",2,2
"D1","Mainz","M'gladbach",0,0
"D1","Wolfsburg","Stuttgart",3,1
"D1","Leverkusen","Ein Frankfurt",0,1
"D1","Schalke 04","Freiburg",2,0
"D1","Ein Frankfurt","Augsburg",1,1
"D1","Braunschweig","Hoffenheim",1,0
"D1","Dortmund","Hertha",1,2
"D1","Freiburg","Hannover",2,1
"D1","Hamburg","Mainz",2,3
"D1","Nurnberg","Schalke 04",0,0
"D1","Werder Bremen","Leverkusen",1,0
"D1","M'gladbach","Wolfsburg",2,2
"D1","M'gladbach","Bayern Munich",0,2
"D1","Dortmund","Augsburg",2,2
"D1","Ein Frankfurt","Hertha",1,0
"D1","Freiburg","Leverkusen",3,2
"D1","Nurnberg","Hoffenheim",4,0
"D1","Stuttgart","Mainz",1,2
"D1","Wolfsburg","Hannover",1,3
"D1","Hamburg","Schalke 04",0,3
"D1","Werder Bremen","Braunschweig",0,0
"D1","Stuttgart","Bayern Munich",1,2
"D1","Braunschweig","Dortmund",1,2
"D1","Augsburg","Werder Bremen",3,1
"D1","Hannover","M'gladbach",3,1
"D1","Hoffenheim","Hamburg",3,0
"D1","Leverkusen","Stuttgart",2,1
"D1","Mainz","Freiburg",2,0
"D1","Schalke 04","Wolfsburg",2,1
"D1","Bayern Munich","Ein Frankfurt",5,0
"D1","Hertha","Nurnberg",1,3
"D1","M'gladbach","Leverkusen",0,1
"D1","Ein Frankfurt","Braunschweig",3,0
"D1","Freiburg","Hoffenheim",1,1
"D1","Hamburg","Hertha",0,3
"D1","Nurnberg","Bayern Munich",0,2
"D1","Werder Bremen","Dortmund",1,5
"D1","Wolfsburg","Mainz",3,0
"D1","Schalke 04","Hannover",2,0
"D1","Stuttgart","Augsburg",1,4
"D1","Mainz","Hannover",2,0
"D1","Bayern Munich","Freiburg",4,0
"D1","Braunschweig","Hamburg",4,2
"D1","Dortmund","Ein Frankfurt",4,0
"D1","Hoffenheim","Stuttgart",4,1
"D1","Leverkusen","Schalke 04",1,2
"D1","Werder Bremen","M'gladbach",1,1
"D1","Augsburg","Nurnberg",0,1
"D1","Hertha","Wolfsburg",1,2
"D1","Schalke 04","Mainz",0,0
"D1","Freiburg","Augsburg",2,4
"D1","Hamburg","Dortmund",3,0
"D1","M'gladbach","Hoffenheim",2,2
"D1","Nurnberg","Braunschweig",2,1
"D1","Stuttgart","Hertha",1,2
"D1","Wolfsburg","Leverkusen",3,1
"D1","Ein Frankfurt","Werder Bremen",0,0
"D1","Hannover","Bayern Munich",0,4
"D1","Hertha","Freiburg",0,0
"D1","Augsburg","Hannover",1,1
"D1","Bayern Munich","Schalke 04",5,1
"D1","Braunschweig","M'gladbach",1,1
"D1","Dortmund","Nurnberg",3,0
"D1","Leverkusen","Mainz",0,1
"D1","Werder Bremen","Hamburg",1,0
"D1","Ein Frankfurt","Stuttgart",2,1
"D1","Hoffenheim","Wolfsburg",6,2
"D1","Hamburg","Ein Frankfurt",1,1
"D1","Hannover","Leverkusen",1,1
"D1","M'gladbach","Augsburg",1,2
"D1","Nurnberg","Werder Bremen",0,2
"D1","Schalke 04","Hoffenheim",4,0
"D1","Stuttgart","Braunschweig",2,2
"D1","Wolfsburg","Bayern Munich",1,6
"D1","Freiburg","Dortmund",0,1
"D1","Mainz","Hertha",1,1
"D1","Augsburg","Schalke 04",1,2
"D1","Bayern Munich","Leverkusen",2,1
"D1","Braunschweig","Wolfsburg",1,1
"D1","Dortmund","M'gladbach",1,2
"D1","Hertha","Hannover",0,3
"D1","Hoffenheim","Mainz",2,4
"D1","Werder Bremen","Stuttgart",1,1
"D1","Ein Frankfurt","Freiburg",1,4
"D1","Hamburg","Nurnberg",2,1
"D1","Freiburg","Werder Bremen",3,1
"D1","Hannover","Dortmund",0,3
"D1","Mainz","Bayern Munich",0,2
"D1","M'gladbach","Hertha",3,0
"D1","Schalke 04","Braunschweig",3,1
"D1","Stuttgart","Hamburg",1,0
"D1","Wolfsburg","Augsburg",1,1
"D1","Leverkusen","Hoffenheim",2,3
"D1","Nurnberg","Ein Frankfurt",2,5
"D1","Braunschweig","Mainz",3,1
"D1","Dortmund","Schalke 04",0,0
"D1","Hertha","Bayern Munich",1,3
"D1","Werder Bremen","Wolfsburg",1,3
"D1","Augsburg","Leverkusen",1,3
"D1","Ein Frankfurt","M'gladbach",1,0
"D1","Hamburg","Freiburg",1,1
"D1","Hoffenheim","Hannover",3,1
"D1","Nurnberg","Stuttgart",2,0
"D1","Schalke 04","Hertha",2,0
"D1","Bayern Munich","Hoffenheim",3,3
"D1","Freiburg","Nurnberg",3,2
"D1","Leverkusen","Braunschweig",1,1
"D1","Mainz","Augsburg",3,0
"D1","Stuttgart","Dortmund",2,3
"D1","Wolfsburg","Ein Frankfurt",2,1
"D1","Hannover","Werder Bremen",1,2
"D1","M'gladbach","Hamburg",3,1
"D1","Hamburg","Leverkusen",2,1
"D1","Augsburg","Bayern Munich",1,0
"D1","Dortmund","Wolfsburg",2,1
"D1","Ein Frankfurt","Mainz",2,0
"D1","Nurnberg","M'gladbach",0,2
"D1","Stuttgart","Freiburg",2,0
"D1","Werder Bremen","Schalke 04",1,1
"D1","Braunschweig","Hannover",3,0
"D1","Hertha","Hoffenheim",1,1
"D1","Schalke 04","Ein Frankfurt",2,0
"D1","Bayern Munich","Dortmund",0,3
"D1","Freiburg","Braunschweig",2,0
"D1","Hannover","Hamburg",2,1
"D1","Mainz","Werder Bremen",3,0
"D1","M'gladbach","Stuttgart",1,1
"D1","Wolfsburg","Nurnberg",4,1
"D1","Hoffenheim","Augsburg",2,0
"D1","Leverkusen","Hertha",2,1
"D1","Ein Frankfurt","Hannover",2,3
"D1","Augsburg","Hertha",0,0
"D1","Braunschweig","Bayern Munich",0,2
"D1","Dortmund","Mainz",4,2
"D1","Freiburg","M'gladbach",4,2
"D1","Hamburg","Wolfsburg",1,3
"D1","Werder Bremen","Hoffenheim",3,1
"D1","Nurnberg","Leverkusen",1,4
"D1","Stuttgart","Schalke 04",3,1
"D1","Hannover","Stuttgart",0,0
"D1","Bayern Munich","Werder Bremen",5,2
"D1","Hertha","Braunschweig",2,0
"D1","Hoffenheim","Ein Frankfurt",0,0
"D1","Leverkusen","Dortmund",2,2
"D1","Mainz","Nurnberg",2,0
"D1","Wolfsburg","Freiburg",2,2
"D1","Augsburg","Hamburg",3,1
"D1","Schalke 04","M'gladbach",0,1
"D1","Braunschweig","Augsburg",0,1
"D1","Dortmund","Hoffenheim",3,2
"D1","Ein Frankfurt","Leverkusen",0,2
"D1","Freiburg","Schalke 04",0,2
"D1","Hamburg","Bayern Munich",1,4
"D1","M'gladbach","Mainz",3,1
"D1","Nurnberg","Hannover",0,2
"D1","Stuttgart","Wolfsburg",1,2
"D1","Werder Bremen","Hertha",2,0
"D1","Augsburg","Ein Frankfurt",2,1
"D1","Bayern Munich","Stuttgart",1,0
"D1","Hannover","Freiburg",3,2
"D1","Hertha","Dortmund",0,4
"D1","Hoffenheim","Braunschweig",3,1
"D1","Leverkusen","Werder Bremen",2,1
"D1","Mainz","Hamburg",3,2
"D1","Schalke 04","Nurnberg",4,1
"D1","Wolfsburg","M'gladbach",3,1
"D2","Ingolstadt","Erzgebirge Aue",1,2
"D2","Sandhausen","Aalen",0,0
"D2","St Pauli","Munich 1860",1,0
"D2","Dresden","FC Koln",1,1
"D2","Paderborn","Kaiserslautern",0,1
"D2","Frankfurt FSV","Karlsruhe",0,1
"D2","Greuther Furth","Bielefeld",2,0
"D2","Union Berlin","Bochum",1,2
"D2","Fortuna Dusseldorf","Cottbus",1,0
"D2","Aalen","Greuther Furth",0,2
"D2","Bielefeld","Union Berlin",1,1
"D2","Kaiserslautern","Ingolstadt",3,1
"D2","Erzgebirge Aue","Sandhausen",1,0
"D2","Karlsruhe","St Pauli",0,0
"D2","Cottbus","Paderborn",4,0
"D2","FC Koln","Fortuna Dusseldorf",1,1
"D2","Munich 1860","Frankfurt FSV",2,1
"D2","Bochum","Dresden",1,1
"D2","Dresden","Union Berlin",1,3
"D2","Fortuna Dusseldorf","Munich 1860",1,2
"D2","Frankfurt FSV","Bochum",1,0
"D2","Ingolstadt","Karlsruhe",0,2
"D2","Paderborn","FC Koln",1,1
"D2","Erzgebirge Aue","Aalen",0,1
"D2","Sandhausen","Cottbus",2,2
"D2","St Pauli","Bielefeld",0,1
"D2","Greuther Furth","Kaiserslautern",2,1
"D2","Bielefeld","Paderborn",3,3
"D2","Bochum","St Pauli",2,2
"D2","Karlsruhe","Greuther Furth",1,2
"D2","FC Koln","Sandhausen",2,0
"D2","Kaiserslautern","Erzgebirge Aue",2,1
"D2","Cottbus","Aalen",5,1
"D2","Dresden","Frankfurt FSV",0,3
"D2","Munich 1860","Ingolstadt",1,0
"D2","Union Berlin","Fortuna Dusseldorf",2,1
"D2","Erzgebirge Aue","Cottbus",2,1
"D2","Ingolstadt","Bielefeld",3,2
"D2","Sandhausen","Karlsruhe",1,1
"D2","Aalen","Kaiserslautern",4,0
"D2","Greuther Furth","FC Koln",0,0
"D2","Fortuna Dusseldorf","Bochum",1,0
"D2","Frankfurt FSV","Union Berlin",1,1
"D2","Paderborn","Munich 1860",1,0
"D2","St Pauli","Dresden",2,1
"D2","Bielefeld","Fortuna Dusseldorf",4,2
"D2","Frankfurt FSV","Greuther Furth",1,1
"D2","Munich 1860","Sandhausen",0,2
"D2","Bochum","Paderborn",4,2
"D2","Union Berlin","St Pauli",3,2
"D2","Dresden","Ingolstadt",1,1
"D2","FC Koln","Erzgebirge Aue",4,1
"D2","Karlsruhe","Aalen",1,1
"D2","Kaiserslautern","Cottbus",2,2
"D2","Aalen","Munich 1860",0,0
"D2","Erzgebirge Aue","Bielefeld",0,2
"D2","Paderborn","Karlsruhe",1,0
"D2","Sandhausen","Kaiserslautern",1,0
"D2","St Pauli","Frankfurt FSV",2,1
"D2","Fortuna Dusseldorf","Dresden",1,1
"D2","Greuther Furth","Bochum",0,2
"D2","Ingolstadt","Union Berlin",0,1
"D2","Cottbus","FC Koln",0,4
"D2","FC Koln","Kaiserslautern",0,0
"D2","Karlsruhe","Cottbus",2,0
"D2","Union Berlin","Greuther Furth",2,4
"D2","Bielefeld","Sandhausen",2,1
"D2","Bochum","Aalen",1,2
"D2","Munich 1860","Erzgebirge Aue",3,1
"D2","Dresden","Paderborn",2,2
"D2","Frankfurt FSV","Ingolstadt",4,1
"D2","St Pauli","Fortuna Dusseldorf",1,1
"D2","Aalen","FC Koln",0,1
"D2","Cottbus","Bielefeld",4,2
"D2","Erzgebirge Aue","Karlsruhe",3,0
"D2","Fortuna Dusseldorf","Frankfurt FSV",0,0
"D2","Paderborn","Union Berlin",0,3
"D2","Ingolstadt","St Pauli",1,2
"D2","Kaiserslautern","Munich 1860",3,0
"D2","Sandhausen","Bochum",1,0
"D2","Greuther Furth","Dresden",4,0
"D2","Bielefeld","Kaiserslautern",0,3
"D2","St Pauli","Paderborn",1,2
"D2","Union Berlin","Sandhausen",3,0
"D2","Dresden","Aalen",2,0
"D2","Karlsruhe","FC Koln",1,2
"D2","Bochum","Ingolstadt",0,1
"D2","Frankfurt FSV","Erzgebirge Aue",3,1
"D2","Munich 1860","Cottbus",0,0
"D2","Fortuna Dusseldorf","Greuther Furth",2,1
"D2","Aalen","Bielefeld",3,0
"D2","Cottbus","Union Berlin",0,0
"D2","Paderborn","Frankfurt FSV",4,2
"D2","Erzgebirge Aue","Bochum",2,1
"D2","Sandhausen","Dresden",0,0
"D2","Greuther Furth","St Pauli",2,4
"D2","Ingolstadt","Fortuna Dusseldorf",1,2
"D2","Kaiserslautern","Karlsruhe",2,2
"D2","FC Koln","Munich 1860",0,0
"D2","Bielefeld","FC Koln",0,1
